"ID_reference","Reference"
126,"Flores, P., & Ruiz, M. (2006). Catalogo de vegetacion del area de influencia del Parque Nacional San Guillermo, San Juan, Argentina. Instituto nacional de tecnologia agropecuaria. https://inta.gob.ar/sites/default/files/script-tmp-catalogo-de-vegetacion-san-juan.pdf"
127,"Ulloa, G. (2004). Estudio quimico de un extracto alcaloideo de Latua Pubiflora y evalucion farmacologica de los compuestos alcaloideos [Universidad Austral de Chile. Escuela de Quimica y Farmacia]. https://nanopdf.com/download/fcu42e-tesis-electronicas-uach_pdf"
128,"Plowman, T., Gyllenhaal, L., & Lindgren, J. (1971). LATUA PUBIFLORA MAGIC PLANT FROM SOUTHERN CHILE. Botanical Museum Leaflets, Harvard University, 23(2), 61-92. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/41762272.pdf?refreqid=excelsior%3A8d44bb6db403ffcdb849ca87e7693cbc"
129,"Torres, C., Silva, G., Tapia, M., Rodríguez, C., Urbina, A., Figueroa, I., Lagunes, A., Santillán-Ortega, C., Robles-Bermúdez, A., & Aguilar-Medel, S. (2015). Propiedades insecticidas del polvo de Laurelia sempervirens L. para el control de Sitophilus zeamais Motschulsky (Coleoptera: Curculionidae). Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromática, 14(1), 48-59. https://www.redalyc.org/pdf/856/85632845006.pdf"
130,"Yagello, J., Vera, M., Massardo, F., Dollenz, O., & Musalem, M. (2007). PROPAGACIÓN DE Lepidophyllum cupressiforme (Lam.) Cass., UNA ESPECIE NATIVA DE LA PATAGONIA AUSTRAL DE CHILE, CON POTENCIAL ORNAMENTAL. Agro Sur, 35(2), Art. 2. https://doi.org/10.4206/agrosur.2007.v35n2-13"
131,"Consejo Nacional de Investigaciones Científicas y Técnicas (Argentina), & Programa PROFLORA (Argentina). (1994). FLORA FANEROGAMICA ARGENTINA. http://www.floraargentina.edu.ar/wp-content/uploads/2019/05/66-ASTERACEAE,parte15.pdf"
132,"Landrum, L. (1988). The Myrtle Family (Myrtaceae) in Chile. PROCEEDINGS OF THE CALIFORNIA ACADEMY OF SCIENCES, 45(12), 277-317. https://www.researchgate.net/publication/268872429_The_Myrtle_Family_Myrtaceae_in_Chile#:~:text=Introducci%C3%B3n%20y%20objetivos%3A%20Ugni%20molinae,murtilla%E2%80%9D%20%E2%88%92%20y%20de%20Argentina"
134,"Teillier, S. (2003). FLORA DEL MONUMENTO NATURAL EL MORADO: ADDENDA ET CORRIGENDA. Gayana. Botánica, 60(2), Art. 2. https://doi.org/10.4067/S0717-66432003000200003"
135,"Compañia minera TECK. (2016). Estudio de impacto ambiental proyecto minero quebrada blanca fase 2. https://www.jbic.go.jp/ja/business-areas/environment/projects/pdf/61109_22.pdf"
136,"Kausel, E. (1942). CONTRIBUCION AL ESTUDIO DE LAS MIRTACEAS CHILENAS. Revista Argentina de Agronomia, 9(1), 39.68. https://chlorischile.cl/EKausel/1942%20(1)%20RevArgAgron.pdf"
137,"Muñoz-Schick, M., Morales, V., Cruzat, M., & Moreira-Muñoz, A. (2010). Nuevo hallazgo de Nardophyllum genistoides (Phil.) Gray (Asteraceae) en Chile central. Gayana. Botánica, 67(2), Art. 2. https://doi.org/10.4067/S0717-66432010000200009"
138,"Eyzaguirre, M., Van de Wyngard, M., Garcia, R., von Fürstenberg, P., & Donoso, G. (En línea). Catálogo fotográfico de plantas silvestres en Chile. Fundación RA Philippi de Estudios Naturales. https://fundacionphilippi.cl/catalogo/"
139,"Johnston, I. (1929). Papers on the Flora of Northern Chile. Contributions from the Gray Herbarium of Harvard University. http://www.sci.sdsu.edu/plants/cryptantha/pdfs/Johnston1929-Flora_N_Chile.pdf"
140,"Olivares, P., San Martin, J., & Santelices, R. (2005). Ruil (Nothofagus alessandrii): Estado del conocimiento y desafíos para su conservación. Comisión Nacional del Medio Ambiente. https://fundacionphilippi.cl/wp-content/uploads/2018/10/ruil_.pdf"
141,"Gajardo, R. (2004). Antecedentes sobre el roble de Santiago o roble blanco (Nothofagus macrocarpa) y sus problemas de conservación. Revista Chagual, II(2), 42-47. http://www.jardinbotanicochagual.cl/wp-content/themes/chagual-2013/pdf/revista-chagual-2.pdf"
142,"Quiroz, I., Gonzalez, M., Garcia, E., & Soto, H. (2009). Ensayo de germinación para semillas de Nothofagus obliqua (Mirb.) Oerst. Instituto Forestal (Chile). https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/18393/26109.pdf?sequence=1&isAllowed=y"
143,"Martinez, G., Lencinas, M., Cellini, J., Diaz, B., Peri, P., & Vukasovic, R. (2002). Herramientas disponibles para la construcción de un modelo de producción para la lenga (Nothofagus pumilio) bajo manejo en un gradiente de calidad de sitio. BOSQUE, 23(2), 69-80. https://doi.org/10.4067/S0717-92002002000200008"
144,"Bartoli, A., Tortosa, R., Ratto, F., & Schiavinato, D. (2012). Notas taxonómicas en Asteraceae. Boletín de la Sociedad Argentina de Botánica, 47, 145-148."
145,"Medan, D. (2002). Reproductive Biology of the Andean Shrub Discaria nana (Rhamnaceae). Plant Biology, 5(1), 94-101. https://onlinelibrary.wiley.com/doi/abs/10.1055/s-2003-37980"
146,"Tortosa, R. (1983). EL GENERO DISCARIA (RHAMNACEAE). BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA, 22(1-4), 301-335. https://botanicaargentina.org.ar/wp-content/uploads/2018/09/301-335019.pdf"
147,"Romero, R. (2014). “RELEVAMIENTO DE PLANTAS EMPLEADAS EN MEDICINA POPULAR EN LA PROVINCIA DE JUJUY, CON ESPECIAL REFERENCIA AL DEPARTAMENTO CAPITAL Y ALREDEDORES"" [UNIVERSIDAD DE BUENOS AIRES FACULTAD DE FARMACIA Y BIOQUÍMICA CÁTEDRA: FARMACOBOTÁNICA]. https://docs.bvsalud.org/biblioref/2018/08/911270/relevamiento-de-plantas-empleadas-en-medicina-popular-en-la-pro_u9v4x0J.PDF"
148,"Castillo, J. (2016). ESTUDIO DE LA VARIACIÓN ESPACIO-TEMPORAL DE LA COMUNIDAD VEGETAL DE LAS LOMAS DE CARABAYLLO (LIMA, PERÚ) DURANTE EL 2013 COMO CONTRIBUCIÓN A SU GESTIÓN [UNIVERSIDAD NACIONAL AGRARIA LA MOLINA FACULTAD DE CIENCIAS]. https://www.researchgate.net/profile/Juan-Del-Castillo-Ruiz/publication/336260021_Estudio_de_la_variacion_espacio-temporal_de_la_comunidad_vegetal_de_las_lomas_de_Carabayllo_Lima_Peru_durante_el_2013_como_contribucion_a_su_gestion/links/5d973943a6fdccfd0e7651ed/Estudio-de-la-variacion-espacio-temporal-de-la-comunidad-vegetal-de-las-lomas-de-Carabayllo-Lima-Peru-durante-el-2013-como-contribucion-a-su-gestion.pdf"
149,"Muñoz-Schick, M., Pinto, R., Mesa, A., & Moreira-Muñoz, A. (2001). «Oasis de neblina» en los cerros costeros del sur de Iquique, región de Tarapacá, Chile, durante el evento El Niño 1997-1998. Rev. chil. hist. nat, 74(2). https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0716-078X2001000200014&lng=en&nrm=iso"
150,"Lopez, J., Collin, G., Garneau, F.-X., Jean, F.-I., & Gagnon, H. (2004). Essential Oils from Bolivia II. Asteraceae: Ophryosporus heptanthus (Wedd.) H. Rob. et King. The Journal of Essential Oil Research, 16, 374-376. https://doi.org/10.1080/10412905.2004.9698747"
151,"Johnston, I. (1929). Papers on the Flora of Northern Chile. Contributions from the Gray Herbarium of Harvard University. http://www.sci.sdsu.edu/plants/cryptantha/pdfs/Johnston1929-Flora_N_Chile.pdf"
152,"Benedetti, S., & Barros, S. (2011). Boldo (Peumus boldus Mol.) Rescate de un Patrimonio Forestal Chileno. Manejo Sustentable y Valorización de sus Productos. INFOR. https://doi.org/10.52904/20.500.12220/19120"
153,"Faundez, L., & Saldivia, P. (2008a). PLAZIA CHEIRANTHIFOLIA, ESPECIE EXTINTA REDESCUBIERTA EN LA PRECORDILLERA DE COQUIMBO, CHILE. Noticiario Mensual Museo Nacional de Historia Natural, 360, 18-21. https://www.researchgate.net/publication/285270617_PLAZIA_CHEIRANTHIFOLIA_ESPECIE_EXTINTA_REDESCUBIERTA_EN_LA_PRECORDILLERA_DE_COQUIMBO_CHILE"
154,"Dillon, M. O., & Luebert, F. (2014). Synopsis of Plazia Ruiz & Pav. (Onoserideae, Asteraceae), including a new species from northern Peru. PhytoKeys, 34, Art. 34. https://doi.org/10.3897/phytokeys.34.6151"
155,"Muñoz, M. (1987). Nomenclatura del lucumo cultivado en Chile. AGRICULTURA TECNICA (CHILE), 47(4), 416-418. https://biblioteca.inia.cl/handle/20.500.14001/38931"
156,"Henriquez, C., Sotes, G., & Bustamante, R. (2012). Fenología reproductiva de Pouteria splendens (Sapotaceae). Gayana Bot., 69(2), 251-255. https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-66432012000200004"
157,"Sistema de informacion de biodiversidad (SIB). (En línea). Sistema de Información de Biodiversidad de la Administración de Parques Nacionales, Argentina. https://sib.gob.ar/portada"
158,"O’Leary, N., & Moroni, P. (2016). Las especies de Salvia (Lamiaceae) para Argentina. Darwiniana, 4(1), 91-131. https://doi.org/10.14522/darwiniana.2016.41.694"
159,"Ramírez, C., Sandoval, V., Cisternas, J., Rivera, H., Vidal, O., Martín, C., Alvarez, M., & Perez, Y. (2015). Utilizando la metodología fitosociológica para diferenciar hábitats: Un ejemplo con especies chilenas de Schinus (Anacardiaceae) en la Región de Aisén, Chile. Gayana - Botanica, 72, 350-366. https://doi.org/10.4067/S0717-66432015000200015"
160,"Barrera, E., & Meza, I. (1982). ANALISIS DE LA CUTICULA FOLIAR DE LAS ESPECIES CHILENAS DEL GENERO SCHINUS L. (ANACARDIACEAE). Bol. Mus. Nac. Hist. Nat. Chile, 39, 29-36. https://publicaciones.mnhn.gob.cl/668/articles-64179_archivo_01.pdf"
161,"Sorba, M., & Sampietro, C. (2013). Revegetacion asistida de un area impactada en Neuquen. Petrotecnia, 90-102. https://www.petrotecnia.com.ar/agosto2013/notas/Revegetacion.pdf"
162,"Corporacion Nacional Forestal. (s. f.). El Desierto Florido en las Áreas Silvestres Protegidas de Atacama. https://www.conaf.cl/wp-content/files_mf/1500329585MAPADESIERTOFLORIDO2017oka.pdf"
163,"Hernández, M., Freire, S., & Giuliano, D. (2018). Senecio farinifer y Senecio madariagae (Asteraceae-Senecioneae), nuevos registros para la flora Argentina. Boletin de la Sociedad Argentina de Botanica, 53, 307-312. https://doi.org/10.31055/1851.2372.v53.n2.20586"
164,"Hernández, M. (2016). Revisión taxonómica y análisis cladístico de la subserie Radiati (Cabrera) Cabrera & S. E. Freire del género Senecio (Asteraceae) [Tesis, Universidad Nacional de La Plata. Facultad de ciencias agrarias y forestales]. https://doi.org/10.35537/10915/58868"
166,"Linares, E. (2000). ETNOBOTANICA  DEL TRANSECTO YURA-CHIVAY, DEPARTAMENTO DE AREQUIPA, PERU. Chloris chilensis revista chilena de flora y vegetación, 3(1). http://www.chlorischile.cl/Linares/apend4.htm"
167,"Fabbroni, M., Planchuelo, A., & Raven, P. (2018). Vachellia y Parasenegalia (Leguminosae, Mimosoideae) de los Valles Calchaquíes de Salta, Argentina. Darwiniana, nueva serie, 6(1), 84-93. http://www.scielo.org.ar/scielo.php?script=sci_abstract&pid=S0011-67932018000100007&lng=es&nrm=iso"
168,"Romero-Zarco, C., & Tormo, R. (2016). Acacia visco Lor. Ex Griseb. (Mimosaceae), árbol mal identificado en la flora ornamental española. Bouteloua, 23, 111-117. http://area.us.es/abotbio/Amate/Acacia-visco-Bouteloua_23.pdf"
169,"Novara, L. (2012). FLORA DEL VALLE DE LERMA. Aportes Botánicos de Salta, 1(9), 1-10. http://eprints.natura.unsa.edu.ar/261/1/TILIACEAE.pdf"
170,"Ibarra, Y., & Ancco, I. (2006). MORFO - ANATOMÍA DE LAS FABACEAS Piptadenia grata (vilca). Caesalpinia spinosa (tara) y Geoffroeae decorticans (CHAÑAR) DE LA PROVINCIA DE TACNA. Ciencia y Desarrollo, 10, Art. 10. https://doi.org/10.33326/26176033.2006.10.193"
171,"Zollner, O., & San Martín, C. (1983). EL GENERO SENNA (K. BAUHIN) P. ·MILLER (FAM. CAESALPINI.A!CEAE) EN CHILE. Anales del Museo de Historia Natural de Valparaiso, 16, 15-35. https://www.mhnv.gob.cl/sites/www.mhnv.gob.cl/files/2021-11/1983-85%20%28Vol.%2016%29.pdf"
172,"Knapp, S. (2013). A revision of the Dulcamaroid Clade of Solanum L. (Solanaceae). PhytoKeys, 22, 1-432. https://doi.org/10.3897/phytokeys.22.404"
173,"Alonso-Vargas, A., Beatriz Cerazo, M., & Conticello, L. (2004). Suaeda neuquenensis (Chenopodiaceae), a New Species from Argentina. Novon A Journal for Botanical Nomenclature, 1, 1-5."
174,"Dollenz, O. (1977). ESTADO DE LA FLORA VASCULAR EN PUERTO ESPORA, TIERRA DEL FUEGO, CONTAMINADA POR EL PETRÓLEO DEL B/T ""METULA. ANS. INST. PAT., Punta Arenas, 8, 251-261. http://bibliotecadigital.umag.cl/bitstream/handle/20.500.11893/629/Dollenz_Anales_1977_vol8_n%C2%BA1y2_pp251-261.pdf?sequence=1&isAllowed=y"
175,"Steibel, P. (1986). LAS QUENOPODlACEAS DE LA PROVINCIA DE LA PAMPA. Rev. Fac. Agronomia. U.N.L Pam, 2(1), 13-37. https://repo.unlpam.edu.ar/bitstream/handle/unlpam/5709/v02n1a02steibel_c.pdf?sequence=1&isAllowed=y"
176,"Marticorena, A., Valdivieso, J., & Baeza, C. (2007). NUEVO HALLAZGO DE TARASA UMBELLATA KRAPOV. (MALVACEAE). Gayana Bot., 64(2), 211-216. https://scielo.conicyt.cl/scielo.php?pid=S0717-66432007000200006&script=sci_arttext&tlng=en"
181,"Cialdella, A. (1984). El género Acacia (Leguminosae) en la Argentina. Darwiniana, 25(1/4), 59-111. https://www.researchgate.net/publication/292390316_El_genero_Acacia_Leguminosae_en_la_Argentina"
182,"Maitner, B (2022). BIEN: Tool for Accessing the Botanical Information and Ecology Network Database. R Package version 1.2.5. https://CRAN.R-project.org/package=BIEN"
184,"Pañitrur, C. (2021). Base de Datos Peso de Semillas. Instituto de Investigaciones Agropecuarias (INIA). https://www.inia.cl/"
185,"Centro Tecnológico de la Planta Forestal (CTPF). (2021). Peso de Semillas de Especies Leñosas de Chile. Instituto Forestal (INFOR)."
186,"Contardi, L., & Urretavizcaya, M. (2020). Características de frutos y semillas de especies nativas patagónicas con potencial para la restauración ecológica e interés multipropósito. Naturalia Patagónica, 16, 24-42. https://www.researchgate.net/publication/348356232_Naturalia_Patagonica"
187,"Gonzales, S., Contardi, L., & Pasquini, N. (2016). Reproducción de Adesmia boronioides, especie aromática y medicinal actualmente cosechada de poblaciones naturales en Patagonia. Naturalia patagónica, 9, 50-60. https://www.researchgate.net/publication/314245724_Reproduction_of_Adesmia_boronoides_a_medicinal_and_aromatic_plant_currently_harvested_from_natural_populations_in_Patagonia_Argentina"
188,"Donoso, C., & Cabello, A. (1978). Antecedentes fenológicos y de germinación de especies leñosas chilenas. Ciencias Forestales, 1(2), 31-41"
190,"Condori, A., & Martinez, Z. (2020). Tratamientos físicos y químicos en la germinación de semillas de especies nativas del Altiplano. Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales, 7(2), Art. 2. http://www.scielo.org.bo/scielo.php?script=sci_abstract&pid=S2409-16182020000200007&lng=es&nrm=iso&tlng=es"
192,"Donoso, C. (2006). Las especies arbóreas de los bosques templados de Chile y Argentina. Autoecologia. Chagual. Jardin Botanico."
193,"Quiroz, I., Garcia, E., Gonzalez, M., Chung, P., & Soto, H. (2009). Vivero forestal: Producción de plantas nativas a raíz cubierta. INFOR. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/17366/25075.pdf?sequence=1&isAllowed=y"
194,"Alonso, A. (2013b). ESTABLECIMIENTO DE MODELOS DE INTERVENCIONES SILVICULTURALES PARA FORMACIONES XEROFÍTICAS Y BOSQUES NATIVOS DE LAS REGIONES DESÉRTICAS Y ALTIPLÁNICA (p. 92). CONAF. https://investigacion.conaf.cl/archivos/repositorio_documento/2018/10/INFORME-FINAL-ANTOF-VERSION-033_2010_VITA.pdf"
195,"Tardaguila, A. (2004). Conservación ex situ de Recursos Fitogenéticos de especies nativas del Uruguay: Especies Medicinales y Aromáticas. En Estudios en domesticación y cultivo de especies medicinales y aromáticas nativas (Vol. 11, pp. 147-153). Instituto Nacional de Investigación Agropecuaria. http://www.ainfo.inia.uy/digital/bitstream/item/8777/1/Fpta-11-p.145-151.pdf"
196,"Santos, F., Pinto, J., Alvarenga, A., Oliveira, J., Oliveira, A., & Oliveira, L. (2009). Produção de mudas de Aloysia gratissima (Gillies &amp; Hook.) Tronc. Por meio da propagação sexuada e assexuada. Revista Brasileira de Plantas Medicinais, 11(2), 130-136. https://doi.org/10.1590/S1516-05722009000200003"
197,"Masini, C., Rovere, A., & Pérez, D. (2012). Requerimientos pregerminativos de dos especies leñosas: Anarthrophyllum capitatum Sorarú y Anarthrophyllum elegans (Gillies ex Hook. & Arn.) F. Philippi. Quebracho (Santiago del Estero), 20(1,2), 85-96. https://www.researchgate.net/publication/262665240_Requerimientos_pregerminativos_de_dos_especies_lenosas_Anarthrophyllum_capitatum_Soraru_y_Anarthrophyllum_elegans_Gillies_ex_Hook_Arn_F_Philippi"
199,"Ipinza, R., & Müller-Using, S. (2021). Migración asistida de Araucaria araucana. (p. 132) [Informe Tecnico]. FAO y MINAGRI. https://www.fao.org/3/cb2901es/cb2901es.pdf"
200,"Guzmán, S. (2019). RECONOCIMIENTO, CARACTERIZACIÓN Y ANÁLISIS DE SEMILLAS EN VIVERO FORESTAL MALLÍN AHOGADO (p. 28) [INFORME PRÁCTICA LABORAL TECNICATURA EN VIVERO – UNRN]. Universidad Nacional Rio Negro. Sede Andina. https://rid.unrn.edu.ar/bitstream/20.500.12049/6971/1/Gusman%2C%20Sandra%20-%20Reconocimiento%2C%20caracterizaci%C3%B3n%20y%20an%C3%A1lisis%20de%20semillas%20en%20vivero%20forestal%20Mall%C3%ADn%20Ahogado.pdf"
201,"Ginocchio, R. (2008). Uso de Recursos Fitogenéticos Nativos para la Fitoestabilización de Relaves Mineros en la Región de Coquimbo [Informe Técnico Final]. Proyecto Innova Chile de CORFO, (04CR9IXD-01. http://repositoriodigital.corfo.cl/bitstream/handle/11373/3150/04CR9IXD-01_ITF.pdf?sequence=1"
202,"Donoso, C., Cortés, M., & Soto, L. (1980). ANTECEDENTES SOBRE SEMILLAS Y GERMINACION DE ALERCE, CIPRES DE LAS GUAITECAS, CIPRES DE LA CORDILLERA Y TINEO. Bosque, 3(2), Art. 2. https://doi.org/10.4206/bosque.1980.v3n2-04"
203,"Kausel, E. (1946). NOTAS SOBRE PLANTAS ORNAMENTALES Y FORESTALES CHILENAS. Revista Argentina de Agronomia, 13, 121-127. https://chlorischile.cl/EKausel/1946%20%20RevArgAgron.pdf"
204,"Gutierrez, B., Gacitua, S., Perret, S., Sandoval, A., & Curimil, M. (2013). Propagación de especies forestales nativas de las zonas áridas y semiáridas de Chile (1.a ed.). INFOR. https://bibliotecadigital.infor.cl/handle/20.500.12220/20364"
205,"Partarrieu, U. (2018). EVALUACIÓN DE LA COMPOSICIÓN Y DIVERSIDAD DE ESPECIES DE FLORA VASCULAR EN UN ÁREA AFECTADA POR LA ERUPCIÓN DEL VOLCÁN CHAITÉN PARA EL PLANTEAMIENTO DE PROPUESTAS DE CONSERVACIÓN [Universidad de Chile. Facultad de Ciencias Forestales y de la Conservación de la Naturaleza]. http://mascn.forestaluchile.cl/wp-content/uploads/2019/06/%C3%9ARSULA-PARTARRIEU.pdf"
206,"Espejo, M., Leon, M., Navarro, J., Acosta, M., & Mundaca, G. (2018). DE SEMILLA A PLÁNTULA, CARACTERIZACIÓN DE ESTADIOS INICIALES EN ARBUSTOS NATIVOS DEL SEMIÁRIDO DE CHILE. Chloris Chilensis, 28(2). https://chlorischile.cl/semillas%20norte%20chico-espejo%20et%20al/Espejo%20et%20al-semillas.htm"
207,"Alonso, A. (2013a). ESTABLECIMIENTO DE MODELOS DE INTERVENCIONES SILVICULTURALES PARA FORMACIONES XEROFÍTICAS Y BOSQUES NATIVOS DE LA REGIÓN MEDITERRÁNEA ÁRIDA (p. 110). CONAF. https://investigacion.conaf.cl/archivos/repositorio_documento/2018/11/032_2010-DOCUMENTOS_INFORME-FINAL.pdf"
208,"Mancilla, G., Magni, C., & Promis, Á. (2014). PERMANENCIA DE BEILSCHMIEDIA MIERSII. REGENERACIÓN SEGÚN CONTENIDO HÍDRICO DEL SUELO Y PRESENCIA DE HOJARASCA. PROPUESTAS (p. 120) [Fondo de Investigación del Bosque Nativo]. Universidad de Chile, Facultad de Ciencias Forestales y de la Conservación de la Naturaleza. https://investigacion.conaf.cl/archivos/repositorio_documento/2018/11/033_2012-DOCUMENTOS_INFORME-FINAL.pdf"
